ID,Name,Sex,Age,Height,Weight,Team,Year,Event,Medal
36334,Sven Otto Forssman,M,25,NA,NA,Sweden,1908,Gymnastics Men's Team All-Around,Gold
36335,Eino Vilho Forsstrm,M,19,NA,NA,Finland,1908,Gymnastics Men's Team All-Around,Bronze
36351,Klra Frstner,F,18,5.2,115,Hungary,1960,Gymnastics Women's Individual All-Around,NA
36366,Miroslav Forte,M,24,NA,NA,Yugoslavia,1936,Gymnastics Men's Individual All-Around,NA
36412,"Ingrid Fst (Michaelis-, -Lehmann)",F,25,5.2,110,Germany,1960,Gymnastics Women's Individual All-Around,NA
36460,Samu Fti (Fleck-),M,21,NA,NA,Hungary,1912,Gymnastics Men's Team All-Around,Silver
36484,Fouch,M,NA,NA,NA,France,1900,Gymnastics Men's Individual All-Around,NA
36597,Claudia Fragapane,F,18,4.5,95,Great Britain,2016,Gymnastics Women's Individual All-Around,NA
36604,Antonio Fraguas Castany,M,20,5.5,150,Spain,1984,Gymnastics Men's Individual All-Around,NA
36605,Cristina Fraguas Snchez,F,16,NA,NA,Spain,1992,Gymnastics Women's Individual All-Around,NA
36606,Sonia Fraguas Snchez,F,14,NA,NA,Spain,1992,Gymnastics Women's Individual All-Around,NA
36632,Bruno Franceschetti,M,23,5.4,154,Italy,1964,Gymnastics Men's Individual All-Around,NA
36701,Ethiene Cristina Gonser Franco,F,16,4.8,101,Brazil,2008,Gymnastics Women's Individual All-Around,NA
36724,Aage Valdemar Harald Frandsen,M,29,NA,NA,Denmark,1920,"Gymnastics Men's Team All-Around, Free System",Gold
36774,Mario Franke,M,24,5.6,137,Germany,1992,Gymnastics Men's Individual All-Around,NA
36776,Otto Franke,M,NA,NA,NA,Germany,1906,Gymnastics Men's Individual All-Around,NA
36784,Bernard Wallis Franklin,M,22,NA,NA,Great Britain,1912,Gymnastics Men's Team All-Around,Bronze
36809,Valria Frantz-Herpich,F,NA,NA,NA,Hungary,1928,Gymnastics Women's Team All-Around,NA
36810,Jean-Pierre Frantzen,M,21,NA,NA,Luxembourg,1912,"Gymnastics Men's Team All-Around, Free System",NA
36851,"Ingeborg ""Ing"" Fraser (Haussler-)",F,NA,NA,NA,Australia,1956,Gymnastics Women's Individual All-Around,NA
36890,Patrizia Fratini,F,14,5.2,101,Italy,1976,Gymnastics Women's Individual All-Around,NA
36957,Carl Yngvar Fredriksen,M,19,NA,NA,Norway,1906,Gymnastics Men's Team All-Around,Gold
37004,Carlo Fregosi,M,21,NA,NA,Italy,1912,Gymnastics Men's Team All-Around,Gold
37009,Karl Frei,M,31,NA,NA,Switzerland,1948,Gymnastics Men's Individual All-Around,NA
37089,Monique Freres,F,19,5,106,Belgium,1976,Gymnastics Women's Individual All-Around,NA
37105,mile Frteur,M,20,NA,NA,France,1900,Gymnastics Men's Individual All-Around,NA
37106,Henri Frteur,M,23,NA,NA,France,1900,Gymnastics Men's Individual All-Around,NA
37110,"Sidney A. ""Sid"" Freudenstein",M,23,5.5,152,United States,1968,Gymnastics Men's Individual All-Around,NA
37123,Konrad Frey,M,27,NA,NA,Germany,1936,Gymnastics Men's Individual All-Around,Bronze
37164,Limor Fridman,F,16,5.3,101,Israel,1984,Gymnastics Women's Individual All-Around,NA
37192,Hans Friedrich,M,24,NA,NA,Austria,1948,Gymnastics Men's Individual All-Around,NA
37196,Karlheinz Friedrich,M,26,5.3,115,Germany,1960,Gymnastics Men's Individual All-Around,NA
37200,William Friedrich,M,NA,NA,NA,United States,1904,Gymnastics Men's Individual All-Around,NA
37265,Kthi Fritschi,F,18,5.2,97,Switzerland,1972,Gymnastics Women's Individual All-Around,NA
37276,"Pieternella ""Nel"" Fritz (-Zandee)",F,23,5.5,130,Netherlands,1960,Gymnastics Women's Individual All-Around,NA
37304,Isolde Frlian,F,28,NA,NA,Germany,1936,Gymnastics Women's Team All-Around,Gold
37407,Doris Gudrun Fuchs (-Brause),F,18,5,119,United States,1956,Gymnastics Women's Individual All-Around,NA
37448,Jos Luis Fuentes Bustamente,M,23,5.5,141,Venezuela,2008,Gymnastics Men's Individual All-Around,NA
37500,Shun Fujimoto,M,26,5.4,134,Japan,1976,Gymnastics Men's Individual All-Around,NA
37524,Kenichi Fujita,M,25,5.5,134,Japan,2000,Gymnastics Men's Individual All-Around,NA
37592,Judit Fle,F,18,5.4,128,Hungary,1960,Gymnastics Women's Individual All-Around,NA
37597,Siegfried Flle,M,20,5.5,137,Germany,1960,Gymnastics Men's Individual All-Around,NA
37659,Duan Furlan,M,22,NA,NA,Yugoslavia,1952,Gymnastics Men's Individual All-Around,NA
37675,Ludivine Furnon,F,15,4.8,84,France,1996,Gymnastics Women's Individual All-Around,NA
37685,Philipp Frst,M,23,5.6,154,Germany,1960,Gymnastics Men's Individual All-Around,NA
37689,Eugen W. (-Eugene) Frstenberger,M,20,5,134,Germany,1900,Gymnastics Men's Individual All-Around,NA
37789,Georgeta Gabor,F,14,4.7,82,Romania,1976,Gymnastics Women's Individual All-Around,NA
37819,Rumen Gabrovski,M,22,5.5,141,Bulgaria,1968,Gymnastics Men's Individual All-Around,NA
37826,Pawe Gaca,M,34,5.4,148,Poland,1952,Gymnastics Men's Individual All-Around,NA
37829,Gach,M,NA,NA,NA,France,1900,Gymnastics Men's Individual All-Around,NA
37876,Nathan Gafuik,M,23,5.3,121,Canada,2008,Gymnastics Men's Individual All-Around,NA
37882,Dragan Gagi,M,24,5.6,134,Yugoslavia,1960,Gymnastics Men's Individual All-Around,NA
37896,"Edward ""Ed"" Gagnier",M,20,NA,NA,Canada,1956,Gymnastics Men's Individual All-Around,NA
37928,Philippe Gaille,M,20,5.5,132,Switzerland,1972,Gymnastics Men's Individual All-Around,NA
37955,Jan Gajdo,M,24,NA,NA,Czechoslovakia,1928,Gymnastics Men's Individual All-Around,NA
37956,Pavel Gajdo,M,23,5.5,143,Czechoslovakia,1960,Gymnastics Men's Individual All-Around,NA
37971,Adrian-Francisc Gal,M,21,NA,NA,Romania,1992,Gymnastics Men's Individual All-Around,NA
37982,Rbert Gl,M,25,5.4,141,Hungary,2004,Gymnastics Men's Individual All-Around,NA
37985,tefan Gal,M,24,5.8,159,Romania,1976,Gymnastics Men's Individual All-Around,NA
38014,"William Jackson ""Jack"" Galbraith",M,25,NA,NA,United States,1932,Gymnastics Men's Rope Climbing,Silver
38079,Luiza Galiulina,F,16,4.8,77,Uzbekistan,2008,Gymnastics Women's Individual All-Around,NA
38082,"Rozaliya Ilfatovna ""Roza"" Galiyeva",F,15,4.9,84,Unified Team,1992,Gymnastics Women's Individual All-Around,NA
38143,Roberto Galli,M,23,5.6,154,Italy,1996,Gymnastics Men's Individual All-Around,NA
38344,Gang Su-Il,M,21,5.2,115,South Korea,1964,Gymnastics Men's Individual All-Around,NA
38352,Franois Lucien Gangloff,M,25,NA,NA,France,1924,Gymnastics Men's Individual All-Around,NA
38528,Carlos Garca Martnez,M,22,5.3,137,Cuba,1964,Gymnastics Men's Individual All-Around,NA
38545,Elsa Garca Rodrguez Blancas,F,22,5.4,NA,Mexico,2012,Gymnastics Women's Floor Exercise,NA
38548,Enrique Garca Bustillos,M,25,5.4,141,Mexico,1968,Gymnastics Men's Individual All-Around,NA
38666,Nuria Garca Daz,F,15,4.8,73,Spain,1988,Gymnastics Women's Individual All-Around,NA
38675,Patricia Garca Pureco,F,15,5.2,101,Mexico,1972,Gymnastics Women's Individual All-Around,NA
38682,Ramn Garca Pascual,M,20,NA,NA,Spain,1960,Gymnastics Men's Individual All-Around,NA
38702,Susana Garca Escrich,F,18,4.9,86,Spain,2000,Gymnastics Women's Individual All-Around,NA
38752,Pauline Margrit Gardiner (-David),F,19,5.5,130,New Zealand,1964,Gymnastics Women's Individual All-Around,NA
38793,Maria Teresa Gargano,F,17,5.3,104,Italy,2004,Gymnastics Women's Individual All-Around,NA
38804,Emin Nadirovich Garibov,M,21,5.6,139,Russia,2012,Gymnastics Men's Individual All-Around,NA
38843,Torkild Garp,M,29,NA,NA,Denmark,1912,"Gymnastics Men's Team All-Around, Swedish System",Silver
38884,Kelly Garrison-Steves (-Funderburk),F,21,5.1,106,United States,1988,Gymnastics Women's Individual All-Around,NA
38984,Giovanni Gasperini,M,22,NA,NA,Italy,1908,Gymnastics Men's Team All-Around,NA
38992,Barbara Gasser,F,22,5.4,126,Austria,2012,Gymnastics Women's Individual All-Around,NA
39042,Jason Gatson,M,24,5.4,159,United States,2004,Gymnastics Men's Individual All-Around,NA
39060,Gaucher,M,NA,NA,NA,France,1900,Gymnastics Men's Individual All-Around,NA
39069,Daniel Gaudet,M,24,5.2,134,Canada,1984,Gymnastics Men's Individual All-Around,NA
39110,E. Gauthier,M,NA,NA,NA,France,1908,Gymnastics Men's Individual All-Around,NA
39178,Pawe Jan Gawron,M,31,5.5,126,Poland,1952,Gymnastics Men's Individual All-Around,NA
39209,"Mitchell Jay ""Mitch"" Gaylord",M,23,5.7,150,United States,1984,Gymnastics Men's Individual All-Around,NA
39274,Ernst Gebendinger,M,26,NA,NA,Switzerland,1952,Gymnastics Men's Individual All-Around,NA
39275,Houry A. Gebeshian,F,27,5,106,Armenia,2016,Gymnastics Women's Individual All-Around,NA
39363,Jrgen Geiger,M,25,5.5,137,West Germany,1984,Gymnastics Men's Individual All-Around,NA
39407,Gharde Geldenhuys,F,18,5.3,101,Namibia,2000,Gymnastics Women's Individual All-Around,NA
39420,Mauricette Geller,F,15,4.9,93,Belgium,1988,Gymnastics Women's Individual All-Around,NA
39423,Imre Gellrt,M,19,NA,NA,Hungary,1908,Gymnastics Men's Individual All-Around,NA
39431,Laure Gly,F,17,4.9,84,France,1996,Gymnastics Women's Individual All-Around,NA
39454,Veselina Gencheva,F,15,5.3,106,Bulgaria,1996,Gymnastics Women's Individual All-Around,NA
39462,Tania Gener Cordero,F,15,4.9,84,Spain,2004,Gymnastics Women's Individual All-Around,NA
39501,David Richard Genserowski,M,24,5.3,NA,Germany,1900,Gymnastics Men's Individual All-Around,NA
39536,Georgios Georgantopoulos,M,NA,NA,NA,Greece,1906,Gymnastics Men's Rope Climbing,NA
39579,Aurelian Georgescu,M,21,5.7,141,Romania,1980,Gymnastics Men's Individual All-Around,NA
39611,Petar Dimitrov Georgiev,M,23,5.7,148,Bulgaria,1988,Gymnastics Men's Individual All-Around,NA
39620,Elena Kirova Georgieva,F,25,5.1,101,Bulgaria,1972,Gymnastics Women's Individual All-Around,NA
39637,Marios Georgiou,M,18,5.5,139,Cyprus,2016,Gymnastics Men's Individual All-Around,NA
39682,Lyubomir Stilyanov Geraskov,M,19,5.4,128,Bulgaria,1988,Gymnastics Men's Individual All-Around,NA
39684,Vida Gerbec,F,NA,NA,NA,Yugoslavia,1948,Gymnastics Women's Team All-Around,NA
39771,Germain,M,NA,NA,NA,France,1900,Gymnastics Men's Individual All-Around,NA
39811,"Helena Antonette ""Lenie"" Gerrietsen (-Lens)",F,18,NA,NA,Netherlands,1948,Gymnastics Women's Team All-Around,NA
39819,Kerstin Gerschau (-Kurrat),F,18,5.3,108,East Germany,1976,Gymnastics Women's Individual All-Around,NA
39833,Elvire Gertosio,F,24,NA,NA,France,1972,Gymnastics Women's Individual All-Around,NA
39996,Mircea Gheorghiu,M,24,5.7,141,Romania,1972,Gymnastics Men's Individual All-Around,NA
40001,Magdy Gheriani,M,21,NA,NA,Egypt,1952,Gymnastics Men's Individual All-Around,NA
40003,Marius Costel Gherman,M,21,5.6,141,Romania,1988,Gymnastics Men's Individual All-Around,NA
40021,Romualdo Ghiglione,M,29,NA,NA,Italy,1920,Gymnastics Men's Team All-Around,Gold
40059,Flix Thophile Pierre Ghysels,M,20,NA,NA,France,1900,Gymnastics Men's Individual All-Around,NA
40084,"Caterina ""Cathy"" Giancaspro",F,17,4.9,86,Canada,1988,Gymnastics Women's Individual All-Around,NA
40106,Raffaello Giannoni,M,NA,NA,NA,Pistoja/Firenze,1906,Gymnastics Men's Team All-Around,Bronze
40110,Romeo Giannotti,M,NA,NA,NA,Roma,1906,Gymnastics Men's Team All-Around,NA
40115,Lavinia Gianoni,F,17,NA,NA,Italy,1928,Gymnastics Women's Team All-Around,Silver
40129,Luigina Giavotti,F,11,NA,NA,Italy,1928,Gymnastics Women's Team All-Around,Silver
40149,Franois Gibens,M,NA,NA,NA,Belgium,1920,Gymnastics Men's Individual All-Around,NA
40153,Paul Gibiard,M,NA,NA,NA,France,1900,Gymnastics Men's Individual All-Around,NA
40199,Eberhard Gienger,M,21,5.8,150,West Germany,1972,Gymnastics Men's Individual All-Around,NA
40240,Jessica Gil Ortiz,F,21,5.3,NA,Colombia,2012,Gymnastics Women's Individual All-Around,NA
40322,Harry Gill,M,NA,NA,NA,Great Britain,1908,Gymnastics Men's Team All-Around,NA
40350,Gillet,M,NA,NA,NA,France,1900,Gymnastics Men's Individual All-Around,NA
40393,Crystal Gilmore,F,17,4.5,104,Canada,2000,Gymnastics Women's Individual All-Around,NA
40436,Jos Gins Siu,M,26,5.4,150,Spain,1972,Gymnastics Men's Individual All-Around,NA
40472,Andrea Fernanda Giordano Porri,F,16,NA,NA,Argentina,1992,Gymnastics Women's Individual All-Around,NA
40477,Ilia Giorgadze,M,18,5.5,154,Georgia,1996,Gymnastics Men's Individual All-Around,NA
40487,Virginia Giorgi,F,14,NA,NA,Italy,1928,Gymnastics Women's Team All-Around,Silver
40504,Carlotta Giovannini,F,18,5.2,110,Italy,2008,Gymnastics Women's Individual All-Around,NA
40517,Jorge Hugo Giraldo Lpez,M,24,5.3,132,Colombia,2004,Gymnastics Men's Individual All-Around,NA
40541,Wolfgang Girardi,M,24,NA,NA,Austria,1952,Gymnastics Men's Individual All-Around,NA
40585,Benjamin Gischard,M,20,5.3,137,Switzerland,2016,Gymnastics Men's Team All-Around,NA
40613,Daniel Giubellini,M,22,5.4,134,Switzerland,1992,Gymnastics Men's Individual All-Around,NA
40660,Finn Gjertsen,M,25,5.4,139,Norway,1984,Gymnastics Men's Individual All-Around,NA
40711,Herman Theobald Glass,M,23,NA,NA,United States,1904,Gymnastics Men's Rings,Gold
40743,Kathy Lee Gleason (-Jachter),F,19,5.3,117,United States,1968,Gymnastics Women's Individual All-Around,NA
40773,Marcel Napoleon Gleyre,M,22,NA,NA,United States,1932,Gymnastics Men's Horse Vault,NA
40791,Franz Theodor Arno Glockauer,M,23,NA,NA,Germany,1912,Gymnastics Men's Team All-Around,NA
40866,Maxi Gnauck,F,15,4.9,73,East Germany,1980,Gymnastics Women's Individual All-Around,Silver
40874,Gerson Klippel Gnoatto,M,20,5.7,137,Brazil,1984,Gymnastics Men's Individual All-Around,NA
40876,Kaj Svane Gnudtzmann,M,25,NA,NA,Denmark,1906,Gymnastics Men's Team All-Around,Silver
40902,Julien Gobaux,M,25,5.4,132,France,2016,Gymnastics Men's Individual All-Around,NA
40928,Stoyko Georgiev Gochev,M,23,5.5,134,Bulgaria,1988,Gymnastics Men's Individual All-Around,NA
40932,Johannes Cornelis Gerrit Gckel,M,21,NA,NA,Netherlands,1908,Gymnastics Men's Team All-Around,NA
40938,Denise Elizabeth Goddard,F,19,5.2,130,Great Britain,1964,Gymnastics Women's Individual All-Around,NA
41018,Christiane Goethals,F,21,5.2,121,Belgium,1968,Gymnastics Women's Individual All-Around,NA
41036,Pavel Gofman,M,24,5.4,146,Israel,2004,Gymnastics Men's Individual All-Around,NA
41040,Gina Elena Gogean (-Groza),F,13,4.9,88,Romania,1992,Gymnastics Women's Individual All-Around,NA
41050,"Vladimer ""Lado"" Gogoladze",M,22,5.5,141,Soviet Union,1988,Gymnastics Men's Individual All-Around,NA
41123,Grant Golding,M,23,5.4,119,Canada,2004,Gymnastics Men's Individual All-Around,NA
41150,Nancy Goldsmith,F,17,5.2,99,Israel,1984,Gymnastics Women's Individual All-Around,NA
41158,Eugenia Golea,F,17,5.2,95,Romania,1988,Gymnastics Women's Individual All-Around,NA
41186,Alfredo Gollini,M,30,NA,NA,Italy,1912,Gymnastics Men's Team All-Around,Gold
41189,Olga Gllner (Gecz),F,21,NA,NA,Romania,1952,Gymnastics Women's Individual All-Around,NA
41190,"Gertrude ""Trude"" Gollner-Kolar",F,22,NA,NA,Austria,1948,Gymnastics Women's Team All-Around,NA
41194,Saa Golob,F,20,5.2,110,Slovenia,2012,Gymnastics Women's Individual All-Around,NA
41201,Anton Sergeyevich Golotsutskov,M,19,5.4,139,Russia,2004,Gymnastics Men's Individual All-Around,NA
41230,Angela Golz,F,15,5.3,101,West Germany,1984,Gymnastics Women's Individual All-Around,NA
41277,Ana Sofa Gmez Porras,F,16,5.1,101,Guatemala,2012,Gymnastics Women's Individual All-Around,NA
41289,Elena Gmez Servera,F,18,4.9,88,Spain,2004,Gymnastics Women's Individual All-Around,NA
41303,Javier Gmez Fuertes,M,25,5.3,132,Spain,2012,Gymnastics Men's Individual All-Around,NA
41410,Ahmed Goneim,M,NA,NA,NA,United Arab Republic,1960,Gymnastics Men's Individual All-Around,NA
41412,Andrzej Wojciech Gonera,M,29,5.6,150,Poland,1968,Gymnastics Men's Individual All-Around,NA
41474,Andrs Gonzlez Navas,M,18,5.4,130,Cuba,1964,Gymnastics Men's Individual All-Around,NA
41510,Fabin Gonzlez Vidal,M,20,5.7,143,Spain,2012,Gymnastics Men's Individual All-Around,NA
41554,Jos Gonzlez,M,22,5.4,126,Mexico,1968,Gymnastics Men's Individual All-Around,NA
41577,Leyanet Gonzlez Calero,F,25,5.1,106,Cuba,2004,Gymnastics Women's Individual All-Around,NA
41596,Mara del Carmen Gonzlez Resina,F,19,NA,NA,Spain,1960,Gymnastics Women's Individual All-Around,NA
41655,Enrique Toms Gonzlez Seplveda,M,26,5.6,121,Chile,2012,Gymnastics Men's Floor Exercise,NA
41734,Dennis Goossens,M,22,5.2,143,Belgium,2016,Gymnastics Men's Rings,NA
41768,Stepan Gorbachov,M,28,5.6,139,Kazakhstan,2012,Gymnastics Men's Individual All-Around,NA
41828,Alina Goreac,F,19,5.2,106,Romania,1972,Gymnastics Women's Individual All-Around,NA
41899,"Angelina ""Anka"" Goropenko (-Keran)",F,21,NA,NA,Yugoslavia,1936,Gymnastics Women's Team All-Around,NA
42037,Isidore Goudeket,M,24,NA,NA,Netherlands,1908,Gymnastics Men's Individual All-Around,NA
42083,Jean Honor  Gounot,M,26,NA,NA,France,1920,Gymnastics Men's Individual All-Around,Bronze
42092,David Munro Gourlay,M,NA,NA,NA,Australia,1956,Gymnastics Men's Individual All-Around,NA
42103,Manuel Robalo Gouveia,M,29,NA,NA,Portugal,1952,Gymnastics Men's Individual All-Around,NA
42215,"Richard ""Dick"" Gradley",M,28,5.6,117,Great Britain,1960,Gymnastics Men's Individual All-Around,NA
42237,Frigyes Grf,M,NA,NA,NA,Hungary,1906,Gymnastics Men's Individual All-Around,NA
42260,"Johanna ""Hanna"" Grages (Beth-, -Zuschneid)",F,29,NA,NA,Germany,1952,Gymnastics Women's Individual All-Around,NA
42271,James Graham,M,NA,NA,NA,Great Britain,1908,Gymnastics Men's Individual All-Around,NA
42382,Erik Gustaf Granfelt,M,24,NA,NA,Sweden,1908,Gymnastics Men's Team All-Around,Gold
42384,Nils Daniel Granfelt,M,25,NA,NA,Sweden,1912,"Gymnastics Men's Team All-Around, Swedish System",Gold
42390,Joaquim Santa Maria Granger,M,24,NA,NA,Portugal,1952,Gymnastics Men's Individual All-Around,NA
42411,Nils Konrad Granstrm,M,19,NA,NA,Sweden,1920,"Gymnastics Men's Team All-Around, Swedish System",Gold
42413,Otto Emil Granstrm,M,20,NA,NA,Finland,1908,Gymnastics Men's Team All-Around,Bronze
42577,Georgy Olegovich Grebenkov,M,22,5.6,154,Russia,2004,Gymnastics Men's Individual All-Around,NA
42590,Laurent Grech,M,NA,NA,NA,France,1920,Gymnastics Men's Individual All-Around,NA
42598,"Dnut ""Dan"" Grecu",M,21,5.6,146,Romania,1972,Gymnastics Men's Individual All-Around,NA
42677,George Howard Greenfield,M,24,5.6,146,United States,1972,Gymnastics Men's Individual All-Around,NA
42733,Boris Gregorka,M,21,NA,NA,Yugoslavia,1928,Gymnastics Men's Individual All-Around,NA
42791,Edouard Grethen,M,24,NA,NA,Luxembourg,1928,Gymnastics Men's Individual All-Around,NA
42801,Edwin Greutmann,M,21,5.4,152,Switzerland,1968,Gymnastics Men's Individual All-Around,NA
42822,John William Grieb,M,24,5.7,NA,United States,1904,Gymnastics Men's Individual All-Around,NA
42827,Hans Grieder,M,22,NA,NA,Switzerland,1924,Gymnastics Men's Individual All-Around,NA
42830,Gertrude Gries,F,23,NA,NA,Austria,1948,Gymnastics Women's Team All-Around,NA
42850,"Kenneth Julian ""Kenny"" Griffin",M,24,NA,NA,United States,1936,Gymnastics Men's Individual All-Around,NA
42903,Anca Grigora (-Mihilescu),F,14,5.5,119,Romania,1972,Gymnastics Women's Individual All-Around,NA
42905,Cristina Elena Grigora,F,14,5.1,97,Romania,1980,Gymnastics Women's Individual All-Around,NA
42907,Andreea Florentina Grigore,F,17,4.8,86,Romania,2008,Gymnastics Women's Individual All-Around,NA
42910,Tatyana Grigorenko,F,16,4.9,84,Belarus,2000,Gymnastics Women's Individual All-Around,NA
42918,Rayna Ivanova Grigorova,F,20,5.3,121,Bulgaria,1952,Gymnastics Women's Individual All-Around,NA
42940,Konrad Grilc,M,26,NA,NA,Yugoslavia,1936,Gymnastics Men's Individual All-Around,NA
42941,Hildegard Grill (Leeb-),F,24,NA,NA,Austria,1952,Gymnastics Women's Individual All-Around,NA
42971,Grimm,M,NA,NA,NA,France,1900,Gymnastics Men's Individual All-Around,NA
42974,Oliver Grimm,M,23,5.8,165,Switzerland,1992,Gymnastics Men's Individual All-Around,NA
42976,Herman Johan Wilhelm Grimmelmann,M,19,NA,NA,Denmark,1912,"Gymnastics Men's Team All-Around, Free System",Bronze
43020,Alphonse Grisel,M,NA,NA,NA,France,1896,Gymnastics Men's Parallel Bars,NA
43031,Anastasiya Nikolayevna Grishina,F,16,4.8,82,Russia,2012,Gymnastics Women's Individual All-Around,NA
43101,Lyudmila Pavlovna Gromova,F,21,5.2,115,Soviet Union,1964,Gymnastics Women's Individual All-Around,NA
43144,Benno Gro,M,26,5.6,152,West Germany,1984,Gymnastics Men's Individual All-Around,NA
43165,Yelena Nikolayevna Grosheva (-Barakatt),F,17,5,90,Russia,1996,Gymnastics Women's Individual All-Around,NA
43177,"Edwin T. ""Ed"" Gross",M,15,NA,NA,United States,1932,Gymnastics Men's Tumbling,Silver
43178,Edna Gross,F,25,NA,NA,Great Britain,1936,Gymnastics Women's Team All-Around,NA
43186,Theodore Gross,M,24,NA,NA,United States,1904,Gymnastics Men's Individual All-Around,NA
43190,Pascale Grossenbacher,F,18,5,88,Switzerland,1996,Gymnastics Women's Individual All-Around,NA
43192,"Abraham Israel ""Abie"" Grossfeld",M,22,5.7,159,United States,1956,Gymnastics Men's Individual All-Around,NA
43206,Domenico Grosso,M,26,NA,NA,Italy,1948,Gymnastics Men's Individual All-Around,NA
43253,Svetlana Khristoforovna Grozdova (-Mikhalitseva),F,17,5.1,90,Soviet Union,1976,Gymnastics Women's Individual All-Around,NA
43266,Paul Grubenthal,M,19,NA,NA,Austria,1952,Gymnastics Men's Individual All-Around,NA
43290,Yelena Aleksandrovna Grudneva,F,18,NA,NA,Unified Team,1992,Gymnastics Women's Individual All-Around,NA
43307,Ruth Catherine Grulkowski (-Hatyina),F,21,NA,NA,United States,1952,Gymnastics Women's Individual All-Around,NA
43370,Veronica Grymonprez,F,16,5.4,130,Belgium,1960,Gymnastics Women's Individual All-Around,NA
43393,Sverre Grner,M,17,NA,NA,Norway,1908,Gymnastics Men's Team All-Around,Silver
43395,Tage Elkana Grnne,M,23,NA,NA,Denmark,1948,Gymnastics Men's Individual All-Around,NA
43444,Gianna Guaita,F,25,NA,NA,Italy,1936,Gymnastics Women's Team All-Around,NA
43489,Mario Gubiani,M,NA,NA,NA,Italy,1906,Gymnastics Men's Individual All-Around,NA
43500,Gyrgy Guczoghy,M,18,5.6,146,Hungary,1980,Gymnastics Men's Individual All-Around,NA
43541,Fabrice Guelzec,M,24,5.4,132,France,1992,Gymnastics Men's Individual All-Around,NA
43542,Georges Guelzec,M,24,NA,NA,France,1972,Gymnastics Men's Individual All-Around,NA
43568,L. Guerner,M,NA,NA,NA,United States,1904,Gymnastics Men's Individual All-Around,NA
43662,Savino Guglielmetti,M,20,5.5,NA,Italy,1932,Gymnastics Men's Individual All-Around,NA
43672,G. Guibert,F,NA,NA,NA,France,1948,Gymnastics Women's Team All-Around,NA
43691,Christian Guiffroy,M,23,5.5,137,France,1964,Gymnastics Men's Individual All-Around,NA
43730,Jean Francois Guillou,M,21,NA,NA,France,1952,Gymnastics Men's Individual All-Around,NA
43764,G. Guiot,M,NA,NA,NA,France,1908,Gymnastics Men's Team All-Around,NA
43783,George Julius Gulack,M,27,NA,NA,United States,1932,Gymnastics Men's Rings,Gold
43847,Erzsbet Gulys-Kteles,F,23,NA,NA,Hungary,1948,Gymnastics Women's Team All-Around,Silver
43932,"Jakob ""Jack"" Gnthard",M,32,NA,NA,Switzerland,1952,Gymnastics Men's Individual All-Around,NA
43939,Jana Gnther,F,17,5.3,110,Germany,1992,Gymnastics Women's Individual All-Around,NA
43970,Guo Linxian,M,23,5.6,143,China,1988,Gymnastics Men's Individual All-Around,NA
43971,Guo Linyao,M,20,5.5,132,China,1992,Gymnastics Men's Individual All-Around,NA
43980,Guo Weiyang,M,24,5.2,115,China,2012,Gymnastics Men's Individual All-Around,NA
44039,Rokas Guinas,M,21,5.6,NA,Lithuania,2012,Gymnastics Men's Pommelled Horse,NA
44064,Koji Gushiken,M,27,5.3,128,Japan,1984,Gymnastics Men's Individual All-Around,Gold
44079,P. Gussmann,M,NA,NA,NA,United States,1904,Gymnastics Men's Individual All-Around,NA
44097,Bror Helge Gustafsson,M,20,NA,NA,Sweden,1920,"Gymnastics Men's Team All-Around, Swedish System",Gold
44211,August Gttinger,M,31,NA,NA,Switzerland,1924,Gymnastics Men's Individual All-Around,NA
44221,Jean Gutweniger,M,31,NA,NA,Switzerland,1924,Gymnastics Men's Individual All-Around,NA
44343,Ileana Gyarfa,F,20,NA,NA,Romania,1952,Gymnastics Women's Individual All-Around,NA
44388,Brooke Jade Gysen,F,14,NA,NA,Australia,1992,Gymnastics Women's Individual All-Around,NA
44436,Ulla Stina Haage (-Ljunggren),F,23,NA,NA,Sweden,1948,Gymnastics Women's Team All-Around,NA
44437,Karl Johan Haagensen,M,35,NA,NA,Norway,1906,Gymnastics Men's Team All-Around,Gold
44575,Kelly Louise Hackman,F,19,5.2,115,Great Britain,2000,Gymnastics Women's Individual All-Around,NA
44585,Vanda Maria Hdrean,F,16,NA,NA,Romania,1992,Gymnastics Women's Individual All-Around,NA
44642,Albert Haepers,M,NA,NA,NA,Belgium,1920,Gymnastics Men's Team All-Around,Silver
44677,Mahito Haga,M,23,NA,NA,Japan,1932,Gymnastics Men's Parallel Bars,NA
44697,Andreas Hagelund (Olsen-),M,24,NA,NA,Norway,1906,Gymnastics Men's Team All-Around,Gold
44720,ke Simon Hger,M,22,NA,NA,Sweden,1920,"Gymnastics Men's Team All-Around, Swedish System",Gold
44726,"Joseph ""Joey"" Hagerty",M,26,5.3,134,United States,2008,Gymnastics Men's Individual All-Around,NA
45119,Gyz Halmos (Hberfeld-),M,22,NA,NA,Hungary,1912,Gymnastics Men's Team All-Around,Silver
45154,Harald Halvorsen,M,27,NA,NA,Norway,1906,Gymnastics Men's Team All-Around,Gold
45189,Mikko Hmlinen,M,32,NA,NA,Finland,1924,Gymnastics Men's Individual All-Around,NA
45219,Fabian Hambchen,M,16,5.4,137,Germany,2004,Gymnastics Men's Individual All-Around,NA
